"","KO","names","Pathway"
"3915","K07451","5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"3916","K07452","5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"3917","K07453","putative restriction endonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3918","K07454","putative restriction endonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3919","K07455","recombination protein RecT","Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"3920","K07456","DNA mismatch repair protein MutS2","Genetic Information Processing; Replication and repair; Mismatch repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"3921","K07457","endonuclease III related protein","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3922","K07458","DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]","Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"3923","K07459","putative ATP-dependent endonuclease of the OLD family","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3924","K07460","putative endonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3925","K07461","putative endonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3926","K07462","single-stranded-DNA-specific exonuclease [EC:3.1.-.-]","Genetic Information Processing; Replication and repair; Base excision repair | Genetic Information Processing; Replication and repair; Mismatch repair | Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"3927","K07464","CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"3928","K07465","putative RecB family exonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3929","K07467","phage replication initiation protein","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3930","K07469","aldehyde oxidoreductase [EC:1.2.99.7]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"3931","K07470","DNA gyrase inhibitor","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3932","K07473","DNA-damage-inducible protein J","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"3933","K07474","phage terminase small subunit","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3934","K07475","CRISPR-associated endonuclease Cas3-HD [EC:3.1.-.-]","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"3935","K07476","toprim domain protein","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3936","K07478","putative ATPase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3937","K07479","putative DNA topoisomerase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3938","K07480","insertion element IS1 protein InsB","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3939","K07481","transposase, IS5 family","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3940","K07482","transposase, IS30 family","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3941","K07483","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3942","K07484","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3943","K07485","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3944","K07486","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3945","K07487","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3946","K07488","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3947","K07489","transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3948","K07490","ferrous iron transport protein C","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"3949","K07491","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3950","K07492","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3951","K07493","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3952","K07494","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3953","K07495","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3954","K07496","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3955","K07497","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3956","K07498","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3957","K07499","putative transposase","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3958","K07501","3'-5' exonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair | Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Unclassified viral proteins"
"3959","K07502","uncharacterized protein","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"3960","K07503","endonuclease [EC:3.1.-.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"3961","K07504","predicted type IV restriction endonuclease","Not Included in Pathway or Brite; Unclassified: genetic information processing; Others"
"3962","K07505","regulatory protein RepA","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"3963","K07506","AraC family transcriptional regulator","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"3964","K07507","putative Mg2+ transporter-C (MgtC) family protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"3965","K07508","acetyl-CoA acyltransferase 2 [EC:2.3.1.16]","Metabolism; Lipid metabolism; Fatty acid elongation | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"
"3966","K07511","enoyl-CoA hydratase [EC:4.2.1.17]","Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid elongation | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Caprolactam degradation"
"3967","K07512","mitochondrial trans-2-enoyl-CoA reductase [EC:1.3.1.38]","Metabolism; Lipid metabolism; Fatty acid elongation"
"3968","K07516","3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation"
"3969","K07518","hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]","Metabolism; Carbohydrate metabolism; Butanoate metabolism"
"3970","K07533","foldase protein PrsA [EC:5.2.1.8]","Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts"
"3971","K07534","cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation"
"3972","K07535","2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation"
"3973","K07536","2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation"
"3974","K07537","cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation"
"3975","K07542","phosphatidylinositol glycan, class V [EC:2.4.1.-]","Metabolism; Glycan biosynthesis and metabolism; Glycosylphosphatidylinositol (GPI)-anchor biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"3976","K07543","benzylsuccinate CoA-transferase BbsE subunit [EC:2.8.3.15]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"3977","K07544","benzylsuccinate CoA-transferase BbsF subunit [EC:2.8.3.15]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"3978","K07546","E-phenylitaconyl-CoA hydratase [EC:4.2.1.-]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"3979","K07548","2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsD subunit [EC:1.1.1.35]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"3980","K07550","benzoylsuccinyl-CoA thiolase BbsB subunit [EC:2.3.1.-]","Metabolism; Xenobiotics biodegradation and metabolism; Toluene degradation"
"3981","K07552","MFS transporter, DHA1 family, multidrug resistance protein","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"3982","K07556","ATP synthase mitochondrial F1 complex assembly factor 2","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"3983","K07559","putative RNA 2'-phosphotransferase [EC:2.7.1.-]","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"3984","K07560","D-aminoacyl-tRNA deacylase [EC:3.1.1.96]","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"3985","K07561","2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]","Brite Hierarchies; Protein families: genetic information processing; Translation factors"
